"","date","piid","agency","ceiling_value","value","update_date","fpds_status","fpds_link","vendor","description","savings"
"71",2025-02-12,"9531CB24C0011","Consumer Financial Protection Bureau",1437948,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","SOURCE MEDIA LLC","AMERICAN BANKER & NATIONAL MORTGAGE NEWS SUBSCRIPTION",0
"72",2025-02-12,"9531CB24C0013","Consumer Financial Protection Bureau",243341,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24C0013&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","FOUR LLC","VIRTUAL ANONYMOUS WORKSTATION",0
"73",2025-02-12,"9531CB24P0005","Consumer Financial Protection Bureau",165476,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","OCLC, INC","OCLC WORLDSHARE MANAGEMENT SERVICE ILS PLATFORM SUBSCRIPTION",0
"74",2025-02-12,"9531CB24P0006","Consumer Financial Protection Bureau",341685,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0006&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=AWARD","STRYDER CORP","HANDSHAKE SUBSCRIPTION SERVICE",0
"75",2025-02-12,"9531CB24P0013","Consumer Financial Protection Bureau",0,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0013&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","FRANKLIN COVEY ALL ACCESS PASS AND INSTRUCTOR LED TRAININGS",0
"76",2025-02-12,"9531CB24P0014","Consumer Financial Protection Bureau",2379884,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0014&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","MOODY'S ANALYTICS, INC.","MOODY'S CREDIT FORECAST",0
"77",2025-02-12,"9531CB24P0018","Consumer Financial Protection Bureau",11000,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0018&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","ADMINISTRATIVE LAW TREATISE CURRENT & ARCHIVE VITALLAW AND BANKING LAW AND REGULATION CURRENT & ARCHIVE VITALLAW DIGITAL SUBSCRIPTION",0
"78",2025-02-12,"9531CB24P0021","Consumer Financial Protection Bureau",291950,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0021&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","OPTIMAL BLUE, LLC","MORTGAGE RATE LOCK DATA",0
"79",2025-02-12,"9531CB24P0022","Consumer Financial Protection Bureau",15008,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0022&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","CERTIFIED INFORMATION SYSTEMS AUDITOR (CISA) IN-PERSON TRAINING",0
"80",2025-02-12,"9531CB24P0023","Consumer Financial Protection Bureau",138100,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0023&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CERIFI LLC","YEARLY SUBSCRIPTION TO WEST LEGAL ED",0
"81",2025-02-12,"9531CB24P0026","Consumer Financial Protection Bureau",0,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24P0026&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","FULL CENTER FOR EXECUTIVE COACHING (CEC) PROGRAM",0
"82",2025-02-12,"9531CB25C0011","Consumer Financial Protection Bureau",626000,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25C0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","ADAPTUS LLC","EZPROTECT SERVICES",0
"83",2025-02-12,"9531CB25P0005","Consumer Financial Protection Bureau",14375,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0005&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","EQUEST SUBSCRIPTION",0
"84",2025-02-12,"9531CB25P0010","Consumer Financial Protection Bureau",13000,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0010&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","ATD FORUM MEMBERSHIP - FY25",0
"85",2025-02-12,"9531CB25P0011","Consumer Financial Protection Bureau",12000,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0011&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","CITIBANK, N.A.","FINTECH MEETUP 2025 MEETING POD PACKAGE",0
"86",2025-02-12,"9531CB25P0013","Consumer Financial Protection Bureau",2e+05,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25P0013&modNumber=0&idvAgencyID=&idvPIID=&contractType=AWARD","USERLYTICS CORP","REMOTE USER TESTING PLATFORM",0
"87",2025-02-12,"20343021F00006","Consumer Financial Protection Bureau",77777,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00006&modNumber=P00009&idvAgencyID=&idvPIID=03310319D0022&contractType=AWARD","ECONOMIST INTELLIGENCE UNIT, NA, INCORPORATED, THE","THE ECONOMIST SUBSCRIPTION",0
"88",2025-02-12,"20343023F00052","Consumer Financial Protection Bureau",1648548,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00052&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0028&contractType=AWARD","RELX INC.","LEXISNEXIS ADVANCE RESEARCH DATABASES SUBSCRIPTION",0
"89",2025-02-12,"9531CB20F0045","Consumer Financial Protection Bureau",2138274,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20F0045&modNumber=P00009&idvAgencyID=&idvPIID=03310319D0033&contractType=AWARD","INFORMA BUSINESS INTELLIGENCE, INC.","PROCURE INFORMA MORTGAGE DATA THROUGH LIBRARY OF CONGRESS CONTRACT.",0
"90",2025-02-12,"20343023F00046","Consumer Financial Protection Bureau",140011,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023F00046&modNumber=P00002&idvAgencyID=&idvPIID=03310319D0055&contractType=AWARD","WILLIAM S. HEIN & CO., INC.","HEIN ONLINE ELECTRONIC SUBSCRIPTION",0
"91",2025-02-12,"9531CB23F0016","Consumer Financial Protection Bureau",85300,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0016&modNumber=P00003&idvAgencyID=&idvPIID=03310319D0074&contractType=AWARD","LEADERSHIP DIRECTORIES, INC.","LEADERSHIP CONNECT",0
"92",2025-02-12,"20343024F00050","Consumer Financial Protection Bureau",11400,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00050&modNumber=0&idvAgencyID=&idvPIID=03310319D0075&contractType=AWARD","ITHAKA HARBORS, INC.","JSTOR ONLINE JOURNAL",0
"93",2025-02-12,"9531CB24F0067","Consumer Financial Protection Bureau",270845,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0067&modNumber=0&idvAgencyID=&idvPIID=03310323D0067&contractType=AWARD","EBSCO INFORMATION SERVICES, LLC","EBSCO HOST SUBSCRIPTION",0
"94",2025-02-12,"20343023D00001","Consumer Financial Protection Bureau",23288740,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343023D00001&modNumber=P00010&idvAgencyID=&idvPIID=&contractType=IDV","EXPERIAN INFORMATION SOLUTIONS, INC.","CONSUMER CREDIT INFORMATION PANEL IDIQ CONTRACT",0
"95",2025-02-12,"9531CB21A0022","Consumer Financial Protection Bureau",2250000,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21A0022&modNumber=P00002&idvAgencyID=&idvPIID=&contractType=IDV","CAPITAL MARKETS COMPANY, THE","COMPLIANCE TRAINING",0
"96",2025-02-12,"9531CB21D0001","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0001&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","BLACKFISH FEDERAL, LLC","LEGAL SUPPORT SERVICES - PARALEGAL SERVICES",0
"97",2025-02-12,"9531CB21D0002","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0002&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","GAP SOLUTIONS, INC.","LEGAL SUPPORT SERVICES - PARALEGAL SERVICES",0
"98",2025-02-12,"9531CB21D0003","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0003&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV","JOHN J. YIM & ASSOCIATES LLC","LEGAL SUPPORT SERVICES - PARALEGAL SERVICES",0
"99",2025-02-12,"9531CB21D0004","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0004&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV","JURISOLUTIONS, INC.","LEGAL SUPPORT SERVICE - PARALEGAL SERVICES",0
"100",2025-02-12,"9531CB24F0083","Consumer Financial Protection Bureau",40810,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0083&modNumber=0&idvAgencyID=&idvPIID=47QREA24D000E&contractType=AWARD","BEACON TRAINING SERVICES, INC.","SQL TRAINING",0
"101",2025-02-12,"9531CB21D0005","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0005&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV","MIDTOWN PERSONNEL, INC.","LEGAL SUPPORT SERVICES - PARALEGAL SERVICES",0
"102",2025-02-12,"9531CB24F0045","Consumer Financial Protection Bureau",52866,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0045&modNumber=0&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD","CARAHSOFT TECHNOLOGY CORP.","LINKEDIN LEARNING LICENSES",0
"103",2025-02-12,"9531CB25F0008","Consumer Financial Protection Bureau",88960,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB25F0008&modNumber=0&idvAgencyID=&idvPIID=47QSWA18D008F&contractType=AWARD","CARAHSOFT TECHNOLOGY CORP.","LINKEDIN SUBSCRIPTION SERVICES",0
"104",2025-02-12,"20343022F00040","Consumer Financial Protection Bureau",49586,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343022F00040&modNumber=P00003&idvAgencyID=&idvPIID=47QTCA18D005U&contractType=AWARD","PERSONABLE.COM, INC.","SCANWRITER SOFTWARE LICENSE AND MAINTENANCE",0
"105",2025-02-12,"20343021F00018","Consumer Financial Protection Bureau",801580,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00018&modNumber=P00006&idvAgencyID=&idvPIID=47QTCA18D0081&contractType=AWARD","EXECUTIVE INFORMATION SYSTEMS, LLC","SAS LICENSES",0
"106",2025-02-12,"20343021F00027","Consumer Financial Protection Bureau",1070364,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343021F00027&modNumber=P00005&idvAgencyID=&idvPIID=47QTCA18D008L&contractType=AWARD","GARTNER, INC.","GARTNER INC SUBSCRIPTION SERVICES",0
"107",2025-02-12,"20343024F00033","Consumer Financial Protection Bureau",95340,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00033&modNumber=0&idvAgencyID=&idvPIID=47QTCA19D0022&contractType=AWARD","O'REILLY MEDIA, INC","O'REILLY LEARNING PLATFORM",0
"108",2025-02-12,"9531CB21D0006","Consumer Financial Protection Bureau",1e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0006&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","O'RIORDAN BETHEL LAW FIRM, LLP (THE)","LEGAL SUPPORT SERVICES - PARALEGAL SERVICES",0
"109",2025-02-12,"20343024F00035","Consumer Financial Protection Bureau",229477,0,2025-02-14,"FUNDING ONLY ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00035&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D002P&contractType=AWARD","LRP PUBLICATIONS, INC.","CYBERFEDS AND WORKER'S COMPENSATION LIBRARY",0
"110",2025-02-12,"9531CB23F0038","Consumer Financial Protection Bureau",58370,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0038&modNumber=P00002&idvAgencyID=&idvPIID=47QTCA20D002P&contractType=AWARD","LRP PUBLICATIONS, INC.","CYBERFEDS LICENSES.",0
"111",2025-02-12,"9531CB21D0007","Consumer Financial Protection Bureau",2e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","GAP SOLUTIONS, INC.","LEGAL SUPPORT SERVICES - ATTORNEY SERVICES",0
"112",2025-02-12,"9531CB21D0008","Consumer Financial Protection Bureau",2e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0008&modNumber=P00005&idvAgencyID=&idvPIID=&contractType=IDV","JOHN J. YIM & ASSOCIATES LLC","LEGAL SUPPORT SERVICES - ATTORNEY SERVICES",0
"113",2025-02-12,"9531CB21D0009","Consumer Financial Protection Bureau",2e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0009&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","JURISOLUTIONS, INC.","LEGAL SUPPORT SERVICES - ATTORNEY SERVICES",0
"114",2025-02-12,"20343024F00025","Consumer Financial Protection Bureau",56544,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=2036&PIID=20343024F00025&modNumber=0&idvAgencyID=&idvPIID=47QTCA23D007Q&contractType=AWARD","THE WINVALE GROUP, LLC","ROSETTA STONE CATALYST BRONZE SOFTWARE",0
"115",2025-02-12,"9531CB23F0086","Consumer Financial Protection Bureau",1697821,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0086&modNumber=P00002&idvAgencyID=&idvPIID=47QTCB21D0245&contractType=AWARD","MAVEN GROUP LLC","CENTRALIZED PLATFORM CONTROL STANDARDS SUPPORT SERVICES",0
"116",2025-02-12,"9531CB23F0043","Consumer Financial Protection Bureau",17000,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0043&modNumber=P00001&idvAgencyID=&idvPIID=9531CB20A0004&contractType=AWARD","PENINSULA MEDIATION CENTER, INC.","CONFLICT COACH TRAINING",0
"117",2025-02-12,"9531CB24F0039","Consumer Financial Protection Bureau",8295,0,2025-02-14,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0039&modNumber=P00001&idvAgencyID=&idvPIID=9531CB22A0002&contractType=AWARD","COMMERCIAL OFFICE FURNITURE COMPANY","BPA CALL 0002 - FURNITURE, FIXTURES AND EQUIPMENT (FF&E) FOR THE CONSUMER FINANCIAL PROTECTION BUREAU",0
"118",2025-02-12,"9531CB23F0045","Consumer Financial Protection Bureau",196276,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23F0045&modNumber=0&idvAgencyID=&idvPIID=9531CB22D0008&contractType=AWARD","PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC","COMMISSIONING TEST AND CASE STUDY VALIDATION SUPPORT SERVICES",0
"119",2025-02-12,"9531CB24F0030","Consumer Financial Protection Bureau",0,0,2025-02-14,"Expired","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0030&modNumber=0&idvAgencyID=&idvPIID=9531CB23A0008&contractType=AWARD","ABT ASSOCIATES, INC.","FY24 YOUTH FINANCIAL EDUCATION STAKEHOLDER INVESTMENT BPA CALL",0
"120",2025-02-12,"9531CB24F0046","Consumer Financial Protection Bureau",0,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24F0046&modNumber=P00002&idvAgencyID=&idvPIID=9531CB23A0018&contractType=AWARD","FORUM ONE COMMUNICATIONS CORPORATION","OMWI COMMS SUPPORT",0
"121",2025-02-12,"9531CB21D0010","Consumer Financial Protection Bureau",2e+07,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB21D0010&modNumber=P00006&idvAgencyID=&idvPIID=&contractType=IDV","O'RIORDAN BETHEL LAW FIRM, LLP (THE)","LEGAL SUPPORT SERVICES - ATTORNEY SERVICES",0
"122",2025-02-12,"9531CB22D0002","Consumer Financial Protection Bureau",4500000,0,2025-02-14,"SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0002&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV","DEFENSE TECHNOLOGY INTEGRATION LLC","ACQUISITION SUPPORT SERVICES TO ASSIST CFPB'S OFFICE OF PROCUREMENT",0
"123",2025-02-12,"9531CB22D0007","Consumer Financial Protection Bureau",150000,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0007&modNumber=P00004&idvAgencyID=&idvPIID=&contractType=IDV","BUSINESS DECISIONS INFORMATION, INC.","OHC HARASSMENT INVESTIGATIONS SUPPORT INDEFINITE DELIVERY, INDEFINITE QUANTITY CONTRACT",0
"124",2025-02-12,"9531CB22D0008","Consumer Financial Protection Bureau",2500000,0,2025-02-14,"CHANGE ORDER","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22D0008&modNumber=P00003&idvAgencyID=&idvPIID=&contractType=IDV","PERSONNEL DECISIONS RESEARCH INSTITUTES, LLC","SERVICES RELATED TO VALIDATING THE EXAMINER COMMISSIONING MULTIPLE-CHOICE TEST, THE IN-PERSON EXAMINER IN CHARGE (EIC) CASE STUDY, AND THE VIRTUAL EXAMINER IN CHA",0
"125",2025-02-12,"9531CB23A0005","Consumer Financial Protection Bureau",197130,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB23A0005&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV","ADVANCED EEO SOLUTIONS LLC","EEO INVESTIGATIONS BPA",0
"126",2025-02-12,"9531CB24A0006","Consumer Financial Protection Bureau",2250000,0,2025-02-14,"BASE AWARD","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0006&modNumber=0&idvAgencyID=&idvPIID=&contractType=IDV","THE CAPITAL MARKETS COMPANY LLC","COMPLIANCE TRAINING",0
"127",2025-02-12,"9531CB24A0007","Consumer Financial Protection Bureau",5e+06,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB24A0007&modNumber=P00001&idvAgencyID=&idvPIID=&contractType=IDV","FEDERAL MANAGEMENT PARTNERS, LLC","BARRIER ANALYSIS SERVICES",0
"128",2025-02-12,"9531CB22A0001","Consumer Financial Protection Bureau",5e+06,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0001&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001K&contractType=IDV","HUMAN TOUCH TRANSLATIONS LTD.","TRANSLATION AND INTERPRETATION SERVICES BPA",0
"129",2025-02-12,"9531CB20A0006","Consumer Financial Protection Bureau",0,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20A0006&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=IDV","DELOITTE CONSULTING LLP","RESEARCH FOR INNOVATIVE FINANCIAL SERVICES BPA",0
"130",2025-02-12,"9531CB22A0005","Consumer Financial Protection Bureau",1e+08,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0005&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D001P&contractType=IDV","DELOITTE CONSULTING LLP","MANAGEMENT AND STRATEGY CONSULTING SERVICES",0
"131",2025-02-12,"9531CB20A0008","Consumer Financial Protection Bureau",0,0,2025-02-14,"OTHER ADMINISTRATIVE ACTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB20A0008&modNumber=P00001&idvAgencyID=&idvPIID=47QRAA18D003Z&contractType=IDV","URBAN INSTITUTE,THE","RESEARCH FOR INNOVATIVE FINANCIAL EDUCATION BPA",0
"132",2025-02-12,"9531CB22A0007","Consumer Financial Protection Bureau",1e+08,0,2025-02-14,"EXERCISE AN OPTION","https://www.fpds.gov/ezsearch/jsp/viewLinkController.jsp?agencyID=955F&PIID=9531CB22A0007&modNumber=P00003&idvAgencyID=&idvPIID=47QRAA18D005Z&contractType=IDV","FEDERAL MANAGEMENT PARTNERS, LLC","MANAGEMENT AND STRATEGY CONSULTING SERVICES",0
